,City,Country,Date,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed
273,Havre-Saint-Pierre,CA,1571272946,50.23,-63.6,35.6,80,20,3.36
274,Deputatskiy,RU,1571272947,69.3,139.9,10.06,94,100,3.86
275,Mahibadhoo,MV,1571272947,3.78,72.97,79.16,86,100,11.71
276,Ixtapa,MX,1571272947,20.71,-105.21,87.01,79,90,3.36
277,Port Blair,IN,1571272947,11.67,92.75,83.8,76,100,8.74
278,Wawa,NG,1571272948,9.9,4.41,76.69,87,1,5.03
279,Warmbad,DE,1571272948,50.67,13.08,57.2,62,63,12.75
280,Pasni,PK,1571272948,25.26,63.48,76.06,58,0,3.97
281,San Quintin,PH,1571272949,17.54,120.52,77.7,76,8,4.61
282,Barra Patuca,HN,1571272949,15.8,-84.28,84.24,76,0,20.37
283,Carnaiba,BR,1571272949,-8.7,-37.67,68.68,76,42,11.83
284,Okhotsk,RU,1571272949,59.36,143.24,19.85,49,0,20.14
285,Husavik,CA,1571272950,50.56,-96.99,37.99,93,100,1.01
286,Airai,TL,1571272950,-8.93,125.41,82.47,16,21,4.38
287,Homer,US,1571272950,59.64,-151.54,42.8,86,90,6.93
288,Brae,GB,1571272951,60.4,-1.35,51.8,100,100,18.34
289,Mackay,CA,1571272951,53.65,-115.58,50.0,71,75,4.7
290,Qadirpur Ran,PK,1571272951,30.29,71.67,75.2,73,0,5.53
291,Narsaq,GL,1571272952,60.91,-46.05,32.0,45,99,3.36
292,Cockburn Town,TC,1571272952,21.46,-71.14,83.64,66,27,4.8
293,Hwange,ZW,1571272952,-18.35,26.5,68.5,34,0,3.24
294,Haines Junction,CA,1571272953,60.75,-137.51,25.57,89,93,4.02
295,Pervomayskoye,RU,1571272953,57.07,86.23,44.98,82,100,21.28
296,Grand Gaube,MU,1571272953,-20.01,57.66,68.0,87,73,1.01
297,Magnolia,US,1571272953,33.27,-93.24,59.0,81,1,2.83
298,Quthing,LS,1571272954,-30.4,27.7,58.77,29,0,4.86
299,Pochutla,MX,1571272954,15.74,-96.47,75.99,88,90,6.93
300,Ust-Tsilma,RU,1571272954,65.44,52.15,29.52,96,87,3.11
301,Hofn,IS,1571272954,64.25,-15.21,45.1,82,100,42.57
302,Balkanabat,TM,1571272955,39.51,54.36,57.47,31,0,2.15
303,Bilma,NE,1571272955,18.69,12.92,84.11,16,0,4.38
304,Nsukka,NG,1571272955,6.86,7.39,70.83,97,67,3.23
305,Litovko,RU,1571272956,49.24,135.18,38.52,49,0,2.21
306,Nanortalik,GL,1571272956,60.14,-45.24,38.8,61,86,8.57
307,Chhindwara,IN,1571272956,22.06,78.94,64.94,78,42,4.31
308,Linhares,BR,1571272956,-19.38,-40.06,68.31,88,13,1.73
309,Bosaso,SO,1571272957,11.28,49.18,81.86,73,19,7.67
310,Las Animas,US,1571272957,38.07,-103.22,71.6,11,1,5.82
311,Jiujiang,CN,1571272957,29.73,115.99,57.09,68,100,5.35
312,Mantsala,FI,1571272957,60.63,25.32,39.99,100,90,12.75
313,Huntington,US,1571272958,40.87,-73.43,64.0,93,90,17.22
314,Beira,ES,1571272958,43.2,-8.36,64.0,100,75,4.7
315,Chumikan,RU,1571272958,54.72,135.31,35.64,48,0,14.05
316,Sydney,AU,1571272959,-33.85,151.22,82.99,39,29,5.82
317,Puerto Colombia,CO,1571272959,10.99,-74.96,75.2,94,75,8.05
318,Margate,AU,1571272959,-43.03,147.26,57.99,66,75,8.05
319,Eyl,SO,1571272959,7.98,49.82,80.35,77,60,8.08
320,Kamaishi,JP,1571272960,39.28,141.86,51.8,81,75,3.36
321,Tral,IN,1571272960,33.93,75.11,47.97,78,2,0.93
322,Vao,EE,1571272960,59.1,26.19,44.85,98,95,5.41
323,La Tuque,CA,1571272960,47.44,-72.79,48.07,70,100,11.38
324,Laguna,BZ,1571272961,16.17,-88.94,84.2,74,40,3.92
325,Saint-Georges,CA,1571272961,46.12,-70.67,51.01,65,100,4.0
326,Champerico,MX,1571272961,16.38,-93.6,77.0,88,90,2.95
327,Nampula,MZ,1571272962,-15.12,39.26,71.6,83,20,10.29
328,Vanimo,PG,1571272962,-2.67,141.3,80.53,73,100,8.45
329,Prieska,ZA,1571272962,-29.67,22.74,67.77,22,0,2.79
330,Mujiayingzi,CN,1571272963,42.12,118.78,46.71,24,95,2.14
331,Lodja,CD,1571272963,-3.52,23.6,67.82,99,94,0.56
332,Chuy,UY,1571272963,-33.69,-53.46,59.43,93,100,13.29
333,Kalmunai,LK,1571272963,7.42,81.82,81.3,75,100,10.63
334,Batemans Bay,AU,1571272964,-35.71,150.18,70.0,63,0,15.01
335,Najran,SA,1571272964,17.54,44.22,71.6,33,40,4.68
336,Smolenka,PL,1571272964,54.15,22.76,51.28,82,63,12.89
337,Ardakan,IR,1571272965,32.31,54.02,59.0,28,0,2.24
338,Kaeo,NZ,1571272965,-35.1,173.78,69.01,79,14,8.36
339,Ishigaki,JP,1571272965,24.34,124.16,78.8,83,40,14.99
340,Pittsburg,US,1571272966,38.02,-121.89,75.2,20,1,9.17
341,Mamakan,RU,1571272966,57.82,114.02,34.03,95,100,1.39
342,Bandarbeyla,SO,1571272967,9.49,50.81,82.49,78,84,16.73
343,Sabang,PH,1571272967,13.8,121.11,84.0,78,68,4.0
344,Kirakira,SB,1571272967,-10.46,161.92,81.93,70,29,10.15
345,Palana,RU,1571272967,59.08,159.95,29.59,96,100,5.67
346,Progreso,UY,1571272968,-34.68,-56.22,61.0,87,100,13.87
347,Rassvet,RU,1571272968,49.11,45.47,46.29,65,0,8.81
348,Kampene,CD,1571272968,-3.59,26.67,67.39,99,99,2.45
349,Maltahohe,NA,1571272968,-24.83,16.98,70.09,42,100,15.77
350,Esperance,AU,1571272969,-33.86,121.89,59.0,58,0,14.99
351,Dumai,ID,1571272969,1.68,101.45,76.05,90,70,2.09
352,Hirakud,IN,1571272970,21.53,83.9,72.09,89,39,3.88
353,Muisne,EC,1571272970,0.61,-80.02,74.7,88,73,8.6
354,Casper,US,1571272970,42.87,-106.31,66.2,14,1,11.41
355,Parabel,RU,1571272971,58.71,81.5,39.69,91,100,8.09
356,Macherla,IN,1571272971,16.48,79.44,72.7,96,48,1.04
357,Jumla,NP,1571272971,29.28,82.18,39.78,88,14,3.89
358,Black River,JM,1571272971,18.03,-77.85,84.2,79,20,4.7
359,Dryden,CA,1571272972,49.79,-92.84,37.4,74,90,6.93
360,Grindavik,IS,1571272972,63.84,-22.43,42.8,87,53,11.41
361,Cabo San Lucas,MX,1571272972,22.89,-109.91,86.0,78,40,13.87
362,Mildura,AU,1571272973,-34.18,142.16,61.0,41,0,14.99
363,Solnechnyy,RU,1571272973,50.72,136.64,36.73,43,0,1.95
364,Halifax,CA,1571272973,44.65,-63.58,46.99,81,75,5.82
365,Guane,CU,1571272974,22.2,-84.09,82.6,74,26,5.51
366,Uinskoye,RU,1571272974,56.88,56.58,29.64,89,3,7.2
367,La Sarre,CA,1571272974,48.8,-79.2,38.98,95,100,14.06
368,Pedernales,EC,1571272975,0.07,-80.05,72.81,89,79,5.01
369,Zhanaozen,KZ,1571272975,43.35,52.85,57.22,60,43,11.74
370,Inta,RU,1571272975,66.04,60.13,21.96,88,8,0.77
371,Boulsa,BF,1571272976,12.66,-0.57,83.98,52,96,9.62
372,Cankuzo,BI,1571272976,-3.22,30.55,62.29,88,87,0.84
373,Entre Rios,BR,1571272976,-11.94,-38.08,66.83,95,79,2.16
374,Dauphin,CA,1571272976,51.15,-100.04,35.6,93,1,12.75
375,Bozuyuk,TR,1571272977,39.91,30.04,55.4,93,8,1.12
376,Ohringen,CH,1571272977,47.53,8.71,50.0,100,20,0.45
377,Egvekinot,RU,1571272977,66.32,-179.17,24.3,91,61,11.61
378,Salinas,US,1571272978,36.67,-121.66,69.01,48,84,10.29
379,Aykhal,RU,1571272978,65.95,111.51,33.8,100,90,2.24
380,Sovetskiy,RU,1571272978,56.76,48.47,33.31,97,100,9.77
381,Saint-Louis,SN,1571272978,16.03,-16.5,84.2,89,0,6.93
382,Vallenar,CL,1571272979,-28.58,-70.76,47.34,93,0,1.83
383,Yuncheng,CN,1571272979,35.03,111.0,51.67,76,56,1.84
384,Constitucion,MX,1571272979,23.99,-104.67,75.2,29,75,9.17
385,Mingyue,CN,1571272980,43.11,128.91,45.59,49,0,1.37
386,Mareeba,AU,1571272980,-16.99,145.42,88.0,57,40,6.93
387,Sitka,US,1571272980,37.17,-99.65,62.01,38,0,11.99
388,Bandiagara,ML,1571272980,14.35,-3.61,86.0,70,12,9.6
389,Machilipatnam,IN,1571272981,16.18,81.14,77.0,94,40,3.36
390,Souillac,FR,1571272981,45.6,-0.6,59.0,87,90,5.82
391,Provideniya,RU,1571272981,64.42,-173.23,35.6,91,90,13.42
392,San Carlos,NI,1571272922,11.12,-84.78,75.99,1,28,3.0
393,Pacifica,US,1571272982,37.61,-122.49,69.8,63,90,14.99
394,Pacific Grove,US,1571272982,36.62,-121.92,69.01,63,1,8.05
395,Kloulklubed,PW,1571272982,7.04,134.26,86.0,74,75,5.82
396,Baisha,CN,1571272983,19.23,109.45,68.36,90,65,3.72
397,Bereda,ES,1571272983,43.27,-7.54,59.0,100,75,4.7
398,Kandrian,PG,1571272983,-6.21,149.55,82.27,62,57,9.96
399,Lata,IN,1571272983,30.78,78.62,25.99,66,0,1.63
400,Honiara,SB,1571272984,-9.43,159.96,86.0,55,75,14.99
401,Salinopolis,BR,1571272984,-0.61,-47.36,81.41,79,73,16.7
402,Alice Springs,AU,1571272984,-23.7,133.88,73.4,23,47,17.22
403,Carutapera,BR,1571272985,-1.2,-46.02,81.3,78,100,16.26
404,Tommot,RU,1571272985,58.97,126.27,35.33,93,87,2.23
405,Chioggia,IT,1571272985,45.22,12.28,57.99,100,20,5.82
406,Finschhafen,PG,1571272986,-6.6,147.85,79.83,75,82,20.57
407,Xingyi,CN,1571272986,24.19,102.82,58.19,97,97,1.98
408,Nara,JP,1571272986,34.68,135.8,66.2,68,75,8.05
409,Tabas,IR,1571272987,33.6,56.92,59.0,18,0,4.7
410,Savannah Bight,HN,1571272987,16.45,-85.85,84.99,78,44,28.35
411,Cividale del Friuli,IT,1571272987,46.09,13.43,59.0,100,0,2.24
412,Port Keats,AU,1571272987,-14.25,129.55,88.61,48,62,3.93
413,Curanilahue,CL,1571272988,-37.48,-73.35,45.05,84,98,3.32
414,Trogir,HR,1571272988,43.52,16.25,64.0,93,0,1.12
415,Visby,SE,1571272988,57.64,18.3,54.0,100,90,4.7
416,Surgut,RU,1571272989,61.25,73.4,26.6,86,75,13.42
417,Shakawe,BW,1571272989,-18.36,21.84,71.28,31,5,7.78
418,Marawi,PH,1571272989,8.0,124.29,82.0,83,23,5.99
419,Palau,ES,1571272990,42.18,2.97,57.0,87,4,2.24
420,Ballina,IE,1571272990,54.11,-9.15,54.0,88,52,11.99
421,Salo,FI,1571272990,60.38,23.13,42.01,93,90,12.75
422,Bubaque,GW,1571272991,11.28,-15.83,82.42,82,35,14.86
423,Peniche,PT,1571272991,39.36,-9.38,66.2,82,75,12.75
424,Palmer,AU,1571272992,-34.85,139.16,59.0,44,20,18.34
425,Marsa Matruh,EG,1571272992,31.35,27.25,74.73,74,0,5.48
426,Kaupanger,NO,1571272992,61.18,7.24,32.95,93,52,4.13
427,Ziniare,BF,1571272993,12.58,-1.3,82.4,74,20,6.93
428,Thunder Bay,CA,1571272993,48.41,-89.26,42.01,90,75,3.36
429,Tervel,BG,1571272993,43.43,26.76,52.66,83,56,2.79
430,Turukhansk,RU,1571272993,65.8,87.96,30.45,92,100,5.42
431,Karabash,RU,1571272994,55.49,60.21,28.65,86,90,12.21
432,Xuanhua,CN,1571272994,40.61,115.04,46.99,52,87,1.04
433,Porto Velho,BR,1571272994,-8.75,-63.87,75.2,94,82,0.49
434,Marrakesh,MA,1571272994,31.63,-7.99,60.8,67,11,8.05
435,Gerash,IR,1571272995,27.67,54.14,68.0,60,51,1.53
436,Fort Nelson,CA,1571272995,58.81,-122.69,33.8,88,90,4.7
437,La Baule-Escoublac,FR,1571272995,47.28,-2.4,55.4,100,75,5.82
438,Rorvik,NO,1571272996,64.86,11.24,41.0,83,100,7.0
439,Vardo,US,1571272996,39.62,-77.74,54.0,58,90,23.04
440,Gotha,DE,1571272996,50.95,10.69,57.2,62,40,14.99
441,Puksoozero,RU,1571272996,62.59,40.61,32.63,97,100,4.63
442,Kamen-Rybolov,RU,1571272997,44.75,132.04,46.08,42,0,4.24
443,Nurota,UZ,1571272997,40.56,65.69,46.4,75,0,4.7
444,Poum,MK,1571272997,41.28,20.71,50.29,71,52,1.46
445,Nantucket,US,1571272998,41.28,-70.1,60.01,93,90,17.22
446,West Bay,CA,1571272998,49.34,-123.21,55.0,93,90,9.17
447,Paita,PE,1571272998,-5.09,-81.11,64.54,77,31,11.47
448,Zhifang,CN,1571272998,30.35,114.31,57.2,76,36,4.47
449,Omis,HR,1571272999,43.44,16.69,64.0,93,0,1.12
450,Linjiang,CN,1571272999,41.81,126.91,43.84,53,80,1.77
451,San Policarpo,PH,1571272999,12.18,125.51,83.19,72,94,6.85
452,Mao,DO,1571273000,19.55,-71.08,84.0,83,40,6.93
453,Viedma,AR,1571273000,-40.81,-62.99,52.7,80,61,16.16
454,Jati,PK,1571273000,24.35,68.27,82.27,51,0,8.63
455,Baruun-Urt,MN,1571273000,46.68,113.28,37.15,24,99,6.88
456,Mangai,CD,1571273001,-4.07,19.59,69.96,97,100,1.38
457,Conceicao do Araguaia,BR,1571273001,-8.26,-49.26,76.08,86,65,1.05
458,Emerald,AU,1571273001,-23.53,148.16,84.99,54,16,14.99
459,Kamenka,MD,1571273001,48.03,28.7,54.1,65,0,4.33
460,Tarko-Sale,RU,1571273002,64.92,77.78,21.0,86,94,1.01
461,Guerrero Negro,MX,1571273002,27.97,-114.04,73.26,60,0,17.65
462,Dakoro,NE,1571273002,14.51,6.76,87.55,36,0,9.09
463,Labuhan,ID,1571273003,-2.54,115.51,77.4,82,94,1.23
464,Samarai,PG,1571273003,-10.62,150.67,79.74,65,83,8.28
465,Longyearbyen,NO,1571273003,78.22,15.63,28.4,86,75,12.75
466,Arlit,NE,1571273003,18.74,7.39,91.78,15,0,6.56
467,College,US,1571273004,64.86,-147.8,37.4,44,40,5.82
468,Linqiong,CN,1571273004,30.42,103.46,60.8,93,40,2.24
469,Prince Rupert,CA,1571273004,54.32,-130.32,51.8,71,75,12.75
470,Baykit,RU,1571273005,61.68,96.39,34.92,96,84,2.63
471,Oranjemund,ZA,1571273005,-28.55,16.43,66.72,53,99,3.49
472,Pisco,PE,1571273005,-13.71,-76.2,66.0,82,23,16.11
473,Tazovskiy,RU,1571273005,67.47,78.7,22.75,83,40,21.72
474,Smithers,CA,1571273006,54.78,-127.17,46.4,87,90,4.7
475,Preobrazheniye,RU,1571273006,42.9,133.91,47.86,42,0,2.02
476,Mayo,CA,1571273006,63.59,-135.9,30.2,68,90,8.05
477,Vestmannaeyjar,IS,1571273007,63.44,-20.27,46.49,69,100,10.01
478,Moranbah,AU,1571273007,-22.0,148.04,83.48,42,3,9.09
479,Pakokku,MM,1571273007,21.33,95.09,72.21,86,39,6.91
480,Westport,US,1571273007,41.14,-73.36,64.0,93,90,14.99
481,Vep,HU,1571273008,47.23,16.72,48.99,100,35,2.24
482,Mangrol,IN,1571273008,25.33,76.51,71.6,83,0,1.99
483,Kijang,KR,1571273008,35.24,129.21,59.0,72,99,3.36
484,Isangel,VU,1571273009,-19.55,169.27,70.68,68,99,16.69
485,Kahului,US,1571273009,20.89,-156.47,89.6,40,40,23.04
486,Zhireken,RU,1571273009,52.82,117.29,35.38,65,45,2.13
487,Goderich,CA,1571273010,43.74,-81.71,46.99,90,83,15.01
488,Vysokogornyy,RU,1571273010,50.1,139.13,30.72,69,8,7.7
489,Poya,NC,1571273010,-21.35,165.16,68.68,66,24,11.1
490,Izvestkovyy,RU,1571273011,48.98,131.55,37.94,52,0,4.67
491,Half Moon Bay,US,1571273011,37.46,-122.43,69.8,87,1,8.05
492,Pemba,MZ,1571273011,-12.97,40.52,77.13,71,0,14.18
493,Berlevag,NO,1571273012,70.86,29.09,37.09,74,86,9.79
494,Inirida,CO,1571273012,3.87,-67.92,74.17,95,95,2.09
495,Byron Bay,AU,1571273012,-28.65,153.62,90.0,61,35,17.22
496,Deer Lake,CA,1571273013,49.18,-57.43,39.2,93,40,2.24
497,Cayenne,GF,1571273013,4.94,-52.33,78.8,88,40,2.24
498,Fairbanks,US,1571273013,64.84,-147.72,37.4,44,40,5.82
499,Malmesbury,GB,1571273013,51.58,-2.1,50.0,93,0,2.24
500,Soavinandriana,MG,1571273014,-19.17,46.74,64.54,73,22,4.03
501,Takoradi,GH,1571273014,4.89,-1.75,77.13,88,14,7.74
502,Upington,ZA,1571273015,-28.46,21.24,80.6,34,31,13.87
503,Meulaboh,ID,1571273015,4.14,96.13,80.22,79,100,2.47
504,Ewa Beach,US,1571273015,21.32,-158.01,84.2,83,75,9.17
505,San Andres,PH,1571273016,13.32,122.68,81.34,76,94,5.05
506,Osypenko,UA,1571273016,48.04,34.39,53.6,87,0,6.71
507,Nyurba,RU,1571273016,63.29,118.35,36.61,97,95,7.39
508,Banchory,GB,1571273016,57.05,-2.5,39.2,93,89,1.12
509,Camabatela,AO,1571273017,-8.19,15.37,64.0,92,94,1.87
510,Waitati,NZ,1571273017,-45.75,170.57,52.0,76,36,15.99
511,Creston,CA,1571273017,49.1,-116.52,55.99,66,1,1.08
512,Goure,NE,1571273018,13.98,10.27,79.0,76,100,1.99
513,La Cruz,MX,1571273018,23.92,-106.89,84.99,83,69,5.01
514,Mehamn,NO,1571273018,71.03,27.85,29.39,86,19,9.47
515,Zhigansk,RU,1571273018,66.77,123.37,34.81,99,100,6.83
516,Porto Novo,BR,1571273019,-23.68,-45.44,68.0,82,40,10.29
517,Shache,CN,1571273019,38.42,77.24,55.0,68,67,1.01
518,Nkowakowa,ZA,1571273019,-23.89,30.29,62.6,59,0,10.29
519,Port Pirie,AU,1571273020,-33.18,138.01,59.0,44,39,13.87
520,Kamareddi,IN,1571273020,18.32,78.34,68.09,89,84,2.08
521,Merauke,ID,1571273020,-8.49,140.4,84.18,48,82,7.38
522,Tachov,CZ,1571273020,49.8,12.63,48.0,100,40,5.43
523,Ann Arbor,US,1571273021,42.27,-83.73,50.0,71,90,17.22
524,Richards Bay,ZA,1571273021,-28.77,32.06,69.35,79,0,19.46
525,Pringsewu,ID,1571273021,-5.36,104.98,75.72,81,78,0.89
526,Waipawa,NZ,1571273021,-39.94,176.59,57.0,78,10,8.99
527,Quickborn,DE,1571273022,53.73,9.9,55.99,93,75,9.17
528,Wanning,AT,1571273022,48.64,13.53,46.99,100,26,1.12
529,Ayan,IR,1571273023,38.23,44.7,44.53,39,22,3.16
530,Matagami,NG,1571273023,9.67,8.4,68.02,93,76,1.87
531,Lubango,AO,1571273023,-14.92,13.49,65.08,62,79,2.13
532,Bowen,AU,1571273024,-20.01,148.25,84.99,51,90,5.82
533,Rtishchevo,RU,1571273024,52.26,43.79,40.28,69,68,8.81
534,Omboue,GA,1571273024,-1.57,9.26,74.35,95,100,2.31
535,Lasa,CY,1571273025,34.92,32.53,69.8,68,20,9.17
536,Bakel,SN,1571273025,14.9,-12.46,91.51,30,20,10.31
537,Eenhana,NA,1571273025,-17.48,16.34,77.02,17,48,9.31
538,Hohhot,CN,1571273026,40.81,111.65,41.0,93,40,6.71
539,Muros,ES,1571273026,42.77,-9.06,66.0,100,90,6.93
540,Seminole,US,1571273026,32.72,-102.64,68.0,24,90,3.36
541,Kinkala,CG,1571273027,-4.35,14.75,75.2,88,20,2.24
542,Mecca,SA,1571273027,21.43,39.83,82.65,34,0,2.75
543,Salalah,OM,1571273027,17.01,54.1,80.6,78,49,3.36
544,Gabu,CN,1571273028,34.78,103.0,27.23,43,0,4.43
545,Donskoy,RU,1571273028,47.12,39.32,53.6,81,0,13.42
546,Merrill,US,1571273028,42.03,-121.6,61.0,6,100,8.01
547,Aden,YE,1571273028,12.79,45.03,81.86,70,0,6.83
548,Schwarzenbach,DE,1571273029,49.29,7.32,57.2,71,75,6.93
